Name,Price,Set,Rarity,x1,x2,x3,x4
Goblin Instigator,0.32,M19,Common,0.00,0.00%,0.00,0.00%
Reassembling Skeleton,0.32,M19,Uncommon,+0.01,+3.00%,0.00,0.00%
Ajani's Last Stand,0.31,M19,Rare,-0.01,-3.00%,+0.01,+3.00%
Guttersnipe,0.31,M19,Uncommon,0.00,0.00%,0.00,0.00%
Dryad Greenseeker,0.30,M19,Uncommon,0.00,0.00%,+0.01,+3.00%
Enigma Drake,0.30,M19,Uncommon,+0.01,+3.00%,0.00,0.00%
Arcane Encyclopedia,0.29,M19,Uncommon,+0.01,+4.00%,0.00,0.00%
Blanchwood Armor,0.29,M19,Uncommon,-0.01,-3.00%,-0.01,-3.00%
Draconic Disciple,0.29,M19,Uncommon,+0.02,+7.00%,+0.02,+7.00%
Exclusion Mage,0.29,M19,Uncommon,0.00,0.00%,0.00,0.00%
Rogue's Gloves,0.29,M19,Uncommon,0.00,0.00%,-0.01,-3.00%
Regal Bloodlord,0.27,M19,Uncommon,+0.01,+4.00%,0.00,0.00%
Suspicious Bookcase,0.27,M19,Uncommon,+0.01,+4.00%,+0.01,+4.00%
Blood Divination,0.26,M19,Uncommon,+0.01,+4.00%,+0.01,+4.00%
Leonin Vanguard,0.26,M19,Uncommon,0.00,0.00%,0.00,0.00%
Make a Stand,0.26,M19,Uncommon,0.00,0.00%,0.00,0.00%
Abnormal Endurance,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Aegis of the Heavens,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Aerial Engineer,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Aethershield Artificer,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Bone to Ash,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Brawl-Bash Ogre,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Cinder Barrens,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Crash Through,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Declare Dominance,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Departed Deckhand,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Diamond Mare,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Diregraf Ghoul,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Dragon Egg,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Druid of Horns,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Elvish Rejuvenator,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Epicure of Blood,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Forsaken Sanctuary,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Ghastbark Twins,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ghirapur Guide,0.25,M19,Uncommon,+0.01,+4.00%,0.00,0.00%
Gift of Paradise,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Motivator,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Gravedigger,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Herald of Faith,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Heroic Reinforcements,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Hieromancer's Cage,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Highland Lake,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Horizon Scholar,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Island266,0.25,M19,Basic Land,0.00,0.00%,0.00,0.00%
Knightly Valor,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Lightning Mare,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Lightning Strike,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Manalith,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Meandering River,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Meteor Golem,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Militia Bugler,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Millstone,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Mountain275,0.25,M19,Basic Land,0.00,0.00%,0.00,0.00%
Murder,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Nightmare's Thirst,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Novice Knight,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Plague Mare,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Psychic Symbiont,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ravenous Harpy,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Recollect,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Rise from the Grave,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Rupture Spire,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Shield Mare,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Siegebreaker Giant,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Sift,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Skilled Animator,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Skyrider Patrol,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Sleep,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Sovereign's Bite,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Submerged Boneyard,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Surge Mare,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Switcheroo,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Tectonic Rift,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Tormenting Voice,0.25,M19,Common,+0.01,+4.00%,+0.01,+4.00%
Tranquil Expanse,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Vampire Sovereign,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Viashino Pyromancer,0.25,M19,Common,0.00,0.00%,0.00,0.00%
Volcanic Dragon,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Volley Veteran,0.25,M19,Uncommon,0.00,0.00%,0.00,0.00%
Druid of the Cowl,0.24,M19,Common,0.00,0.00%,-0.01,-4.00%
Fiery Finish,0.24,M19,Uncommon,0.00,0.00%,0.00,0.00%
Foul Orchard,0.24,M19,Common,0.00,0.00%,-0.01,-4.00%
Gargoyle Sentinel,0.24,M19,Uncommon,0.00,0.00%,0.00,0.00%
Inferno Hellion,0.24,M19,Uncommon,0.00,0.00%,-0.01,-4.00%
Revitalize,0.24,M19,Common,0.00,0.00%,-0.01,-4.00%
Salvager of Secrets,0.24,M19,Common,0.00,0.00%,-0.01,-4.00%
Shock,0.24,M19,Common,0.00,0.00%,0.00,0.00%
Skyscanner,0.24,M19,Common,+0.02,+9.00%,0.00,0.00%
Swamp272,0.24,M19,Basic Land,0.00,0.00%,-0.01,-4.00%
Timber Gorge,0.24,M19,Common,0.00,0.00%,-0.01,-4.00%
Vampire Neonate,0.24,M19,Common,0.00,0.00%,0.00,0.00%
Vigilant Baloth,0.24,M19,Uncommon,-0.01,-4.00%,-0.01,-4.00%
Woodland Stream,0.24,M19,Common,0.00,0.00%,0.00,0.00%
Cancel,0.23,M19,Common,0.00,0.00%,-0.01,-4.00%
Doomed Dissenter,0.23,M19,Common,0.00,0.00%,0.00,0.00%
Anticipate,0.22,M19,Common,+0.01,+5.00%,-0.01,-4.00%
Aviation Pioneer,0.22,M19,Common,+0.01,+5.00%,-0.01,-4.00%
Daggerback Basilisk,0.22,M19,Common,+0.01,+5.00%,0.00,0.00%
Smelt,0.22,M19,Common,+0.01,+5.00%,0.00,0.00%
Take Vengeance,0.21,M19,Common,+0.01,+5.00%,+0.01,+5.00%
Angel of the Dawn,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Boggart Brute,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Bogstomper,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Catalyst Elemental,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Cavalry Drillmaster,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Child of Night,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Colossal Dreadmaw,0.20,M19,Common,0.00,0.00%,-0.01,-5.00%
Disperse,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Divination,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Duress,0.20,M19,Common,0.00,0.00%,-0.01,-5.00%
Dwarven Priest,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Dwindle,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Essence Scatter,0.20,M19,Common,0.00,0.00%,-0.01,-5.00%
Field Creeper,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Forest279,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Gallant Cavalry,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Gearsmith Prodigy,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Ghostform,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Giant Spider,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Highland Game,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Infectious Horror,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Invoke the Divine,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Island265,0.20,M19,Basic Land,+0.01,+5.00%,0.00,0.00%
Island267,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Island268,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Knight of the Tusk,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Knight's Pledge,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Lava Axe,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Loxodon Line Breaker,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Macabre Waltz,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Mighty Leap,0.20,M19,Common,+0.01,+5.00%,+0.01,+5.00%
Mind Rot,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Mountain274,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Naturalize,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Oakenform,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Omenspeaker,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Oreskos Swiftclaw,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Plains262,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Rabid Bite,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Rhox Oracle,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Root Snare,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Rustwing Falcon,0.20,M19,Common,0.00,0.00%,-0.02,-9.00%
Scholar of Stars,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Skymarch Bloodletter,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Snapping Drake,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Star-Crowned Stag,0.20,M19,Common,+0.01,+5.00%,0.00,0.00%
Stone Quarry,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Swamp269,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Swamp271,0.20,M19,Basic Land,0.00,0.00%,0.00,0.00%
Talons of Wildwood,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Titanic Growth,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Wall of Mist,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Wall of Vines,0.20,M19,Common,0.00,0.00%,0.00,0.00%
Act of Treason,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Aven Wind Mage,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Bristling Boar,0.19,M19,Common,+0.01,+6.00%,0.00,0.00%
Daybreak Chaplain,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Electrify,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Explosive Apparatus,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Fire Elemental,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Frilled Sea Serpent,0.19,M19,Common,+0.01,+6.00%,0.00,0.00%
Greenwood Sentinel,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Havoc Devils,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Hired Blade,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Hostile Minotaur,0.19,M19,Common,+0.01,+6.00%,0.00,0.00%
Infernal Scarring,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Marauder's Axe,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Mountain276,0.19,M19,Basic Land,0.00,0.00%,0.00,0.00%
Pegasus Courser,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Plains261,0.19,M19,Basic Land,0.00,0.00%,-0.01,-5.00%
Plains263,0.19,M19,Basic Land,0.00,0.00%,0.00,0.00%
Skeleton Archer,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Swamp270,0.19,M19,Basic Land,0.00,0.00%,0.00,0.00%
Thornhide Wolves,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Tolarian Scholar,0.19,M19,Common,+0.01,+6.00%,0.00,0.00%
Totally Lost,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Trumpet Blast,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Trusty Packbeast,0.19,M19,Common,+0.01,+6.00%,0.00,0.00%
Two-Headed Zombie,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Uncomfortable Chill,0.19,M19,Common,0.00,0.00%,-0.01,-5.00%
Walking Corpse,0.19,M19,Common,0.00,0.00%,0.00,0.00%
Centaur Courser,0.18,M19,Common,0.00,0.00%,0.00,0.00%
Gearsmith Guardian,0.18,M19,Common,0.00,0.00%,-0.01,-5.00%
Inspired Charge,0.18,M19,Common,0.00,0.00%,-0.01,-5.00%
Lich's Caress,0.18,M19,Common,0.00,0.00%,-0.01,-5.00%
Luminous Bonds,0.18,M19,Common,0.00,0.00%,-0.01,-5.00%
Onakke Ogre,0.18,M19,Common,0.00,0.00%,0.00,0.00%
Strangling Spores,0.18,M19,Common,0.00,0.00%,-0.01,-5.00%
Sure Strike,0.18,M19,Common,0.00,0.00%,0.00,0.00%
Plummet,0.17,M19,Common,+0.01,+6.00%,0.00,0.00%
Sparktongue Dragon,0.17,M19,Common,0.00,0.00%,-0.01,-6.00%
Forest278,0.16,M19,Basic Land,0.00,0.00%,-0.02,-11.00%
Mountain273,0.16,M19,Basic Land,0.00,0.00%,0.00,0.00%
Forest280,0.15,M19,Basic Land,0.00,0.00%,-0.01,-6.00%
Plains264,0.15,M19,Basic Land,-0.02,-12.00%,-0.04,-21.00%
Alpine Moon,3.50,M19,Rare,-0.14,-4.00%,+0.49,+16.00%
Omniscience,1.56,M19,Mythic,+0.16,+11.00%,-0.08,-5.00%
Supreme Phantom,0.49,M19,Rare,-0.44,-47.00%,+0.12,+32.00%
Resplendent Angel,0.46,M19,Mythic,-0.05,-10.00%,-0.02,-4.00%
"Nicol Bolas, the Ravager",0.45,M19,Mythic,-0.04,-8.00%,-0.02,-4.00%
Scapeshift,0.29,M19,Mythic,0.00,0.00%,0.00,0.00%
"Liliana, Untouched by Death",0.25,M19,Mythic,0.00,0.00%,-0.14,-36.00%
"Sai, Master Thopterist",0.17,M19,Rare,0.00,0.00%,-0.05,-23.00%
Stitcher's Supplier,0.17,M19,Uncommon,-0.05,-23.00%,+0.08,+91.00%
"Sarkhan, Fireblood",0.14,M19,Mythic,-0.03,-18.00%,-0.05,-27.00%
Crucible of Worlds,0.13,M19,Mythic,-0.02,-13.00%,-0.06,-31.00%
Vivien Reid,0.13,M19,Mythic,+0.01,+8.00%,0.00,0.00%
"Ajani, Adversary of Tyrants",0.07,M19,Mythic,0.00,0.00%,+0.04,+133.00%
"Tezzeret, Artifice Master",0.06,M19,Mythic,-0.04,-40.00%,-0.06,-51.00%
Totally Lost,0.06,M19,Common,0.00,0.00%,0.00,0.00%
Act of Treason,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Aven Wind Mage,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Blanchwood Armor,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Boggart Brute,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Bogstomper,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Cancel,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Colossal Dreadmaw,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Daggerback Basilisk,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Duress,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Explosive Apparatus,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Field Creeper,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Forest277,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Forest278,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Forest279,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Forest280,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Frilled Sea Serpent,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Gargoyle Sentinel,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ghostform,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Giant Spider,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Gravedigger,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Greenwood Sentinel,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Hired Blade,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Horizon Scholar,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Hostile Minotaur,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Infectious Horror,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Infernal Scarring,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Inferno Hellion,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Island266,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Knightly Valor,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Lava Axe,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Loxodon Line Breaker,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Macabre Waltz,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Marauder's Axe,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Millstone,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Mountain274,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Mountain276,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Murder,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Onakke Ogre,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Plains264,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Rabid Bite,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Scholar of Stars,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Sift,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Skeleton Archer,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Skymarch Bloodletter,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Skyrider Patrol,0.05,M19,Uncommon,0.00,0.00%,0.00,0.00%
Snapping Drake,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Sparktongue Dragon,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Swamp272,0.05,M19,Basic Land,0.00,0.00%,0.00,0.00%
Tolarian Scholar,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Trumpet Blast,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Trusty Packbeast,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Wall of Vines,0.05,M19,Common,0.00,0.00%,0.00,0.00%
Aegis of the Heavens,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Aerial Engineer,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Aether Tunnel,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Angel of the Dawn,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Anticipate,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Bone to Ash,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Bristling Boar,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Centaur Courser,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Disperse,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Dwarven Priest,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Electrify,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Epicure of Blood,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Fiery Finish,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Forsaken Sanctuary,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Gallant Cavalry,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Ghastbark Twins,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ghirapur Guide,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Herald of Faith,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Hieromancer's Cage,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Inspired Charge,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Invoke the Divine,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Island267,0.04,M19,Basic Land,0.00,0.00%,0.00,0.00%
Knight of the Tusk,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Lich's Caress,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Luminous Bonds,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Make a Stand,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Meandering River,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Meteor Golem,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Mighty Leap,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Mind Rot,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Nightmare's Thirst,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Novice Knight,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Pegasus Courser,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Plains261,0.04,M19,Basic Land,0.00,0.00%,0.00,0.00%
Plains262,0.04,M19,Basic Land,0.00,0.00%,0.00,0.00%
Plummet,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Psychic Symbiont,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ravenous Harpy,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Rise from the Grave,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Root Snare,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Rupture Spire,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Siegebreaker Giant,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Star-Crowned Stag,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Strangling Spores,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Submerged Boneyard,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Sure Strike,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Surge Mare,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Swamp269,0.04,M19,Basic Land,0.00,0.00%,0.00,0.00%
Swamp270,0.04,M19,Basic Land,0.00,0.00%,0.00,0.00%
Take Vengeance,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Tectonic Rift,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Thornhide Wolves,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Titanic Growth,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Two-Headed Zombie,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Uncomfortable Chill,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Volcanic Dragon,0.04,M19,Uncommon,0.00,0.00%,0.00,0.00%
Walking Corpse,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Woodland Stream,0.04,M19,Common,0.00,0.00%,0.00,0.00%
Abnormal Endurance,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Aethershield Artificer,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ajani's Pridemate,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ajani's Welcome,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
"Arcades, the Strategist",0.03,M19,Mythic,0.00,0.00%,-0.01,-26.00%
Arcane Encyclopedia,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Aviation Pioneer,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Blood Divination,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Brawl-Bash Ogre,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Catalyst Elemental,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Cavalry Drillmaster,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Child of Night,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Cinder Barrens,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Colossal Majesty,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Crash Through,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Daybreak Chaplain,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Declare Dominance,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Departed Deckhand,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Diamond Mare,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Diregraf Ghoul,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Divination,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Doomed Dissenter,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Doublecast,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Draconic Disciple,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Dragon Egg,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Druid of Horns,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Druid of the Cowl,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Dryad Greenseeker,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Dwindle,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Elvish Rejuvenator,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Enigma Drake,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Essence Scatter,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Exclusion Mage,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Fell Specter,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Fire Elemental,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Foul Orchard,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Fountain of Renewal,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Gearsmith Guardian,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Gearsmith Prodigy,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Gift of Paradise,0.03,M19,Uncommon,0.00,0.00%,0.00,0.00%
Gigantosaurus,0.03,M19,Rare,0.00,0.00%,0.00,0.00%
Goblin Instigator,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Goblin Motivator,0.03,M19,Common,0.00,0.00%,0.00,0.00%
Goblin Trashmaster,0.03,M19,Rare,+0.01,+50.00%,+0.01,+42.00%
